,adjective,count,score,mean
1680,harried,1,98.0,98.0
1681,harsh,6,559.0,93.16666666666667
1682,hasty,2,195.0,97.5
1683,hated,18,1727.0,95.94444444444444
1684,hateful,1,97.0,97.0
1685,haughty,0,0.0,
1686,haunting,0,0.0,
1687,hawkish,0,0.0,
1688,hazardous,2,182.0,91.0
1689,hazy,1,100.0,100.0
1690,head,446,42328.0,94.90582959641256
1691,heady,1,80.0,80.0
1692,healthy,111,10679.0,96.2072072072072
1693,heartbreaking,0,0.0,
1694,heartbroken,1,97.0,97.0
1695,heartless,0,0.0,
1696,heartrending,0,0.0,
1697,hearty,15,1428.0,95.2
1698,heated,378,36460.0,96.45502645502646
1699,heavenly,23,2205.0,95.8695652173913
1700,heavy,124,11581.0,93.39516129032258
1701,hectic,76,7272.0,95.6842105263158
1702,hefty,4,375.0,93.75
1703,heinous,1,94.0,94.0
1704,helpful,6587,626944.0,95.1789889175649
1705,helpless,0,0.0,
1706,her,16016,1526621.0,95.31849400599401
1707,heroic,0,0.0,
1708,hesitant,41,3932.0,95.90243902439025
1709,hideous,1,95.0,95.0
1710,high,809,76985.0,95.16069221260815
1711,highest,76,7385.0,97.17105263157895
1712,highfalutin,0,0.0,
1713,high-functioning,0,0.0,
1714,high-maintenance,3,283.0,94.33333333333333
1715,high-pitched,0,0.0,
1716,high-risk,0,0.0,
1717,hilarious,7,671.0,95.85714285714286
1718,his,7472,711749.0,95.25548715203426
1719,hissing,2,188.0,94.0
1720,historical,44,4129.0,93.8409090909091
1721,hoarse,0,0.0,
1722,hoggish,0,0.0,
1723,holiday,178,16998.0,95.49438202247191
1724,holistic,3,294.0,98.0
1725,hollow,1,92.0,92.0
1726,home,12270,1175420.0,95.79625101874491
1727,homeless,102,9183.0,90.02941176470588
1728,homely,69,6569.0,95.20289855072464
1729,homeopathic,0,0.0,
1730,homey,375,35857.0,95.61866666666667
1731,homogeneous,0,0.0,
1732,honest,57,5375.0,94.29824561403508
1733,honking,2,196.0,98.0
1734,honorable,2,194.0,97.0
1735,hopeful,7,653.0,93.28571428571429
1736,hopeless,1,89.0,89.0
1737,horizontal,0,0.0,
1738,hormonal,0,0.0,
1739,horned,0,0.0,
1740,horrendous,1,97.0,97.0
1741,horrible,21,1923.0,91.57142857142857
1742,horrid,0,0.0,
1743,horrific,0,0.0,
1744,horrified,1,53.0,53.0
1745,horrifying,1,95.0,95.0
1746,hospitable,536,51206.0,95.53358208955224
1747,hostile,4,363.0,90.75
1748,hot,1821,172108.0,94.51290499725425
1749,hotpink,0,0.0,
1750,hot-blooded,0,0.0,
1751,hotheaded,0,0.0,
1752,hot-shot,0,0.0,
1753,hot-tempered,0,0.0,
1754,hour-long,0,0.0,
1755,house,17397,1654331.0,95.09288957866299
1756,howling,0,0.0,
1757,huffy,1,91.0,91.0
1758,huge,1054,100136.0,95.00569259962049
1759,huggable,0,0.0,
1760,hulking,0,0.0,
1761,human,42,3980.0,94.76190476190476
1762,humanitarian,1,94.0,94.0
1763,humanlike,0,0.0,
1764,humble,21,2013.0,95.85714285714286
1765,humdrum,1,94.0,94.0
1766,humid,13,1207.0,92.84615384615384
1767,humiliated,0,0.0,
1768,humiliating,0,0.0,
1769,humming,6,571.0,95.16666666666667
1770,humongous,3,285.0,95.0
1771,humorless,0,0.0,
1772,humorous,9,851.0,94.55555555555556
1773,hungry,27,2616.0,96.88888888888889
1774,hurried,4,368.0,92.0
1775,hurt,29,2787.0,96.10344827586206
1776,hurtful,0,0.0,
1777,hushed,0,0.0,
1778,husky,17,1637.0,96.29411764705883
1779,hydraulic,1,98.0,98.0
1780,hydrothermal,0,0.0,
1781,hygienic,2,182.0,91.0
1782,hyper-active,0,0.0,
1783,hyperbolic,0,0.0,
1784,hypercritical,0,0.0,
1785,hyperirritable,0,0.0,
1786,hypersensitive,1,95.0,95.0
1787,hypertensive,0,0.0,
1788,hypnotic,0,0.0,
1789,hypnotizable,0,0.0,
1790,hypothetical,0,0.0,
1791,hysterical,0,0.0,
1792,icky,0,0.0,
1793,iconoclastic,0,0.0,
1794,icy,2,194.0,97.0
1795,icy-cold,0,0.0,
1796,ideal,981,93214.0,95.01936799184506
1797,idealistic,0,0.0,
1798,identical,16,1526.0,95.375
1799,identifiable,0,0.0,
1800,idiosyncratic,1,97.0,97.0
1801,idiotic,0,0.0,
1802,idyllic,13,1248.0,96.0
1803,ignorable,1,84.0,84.0
1804,ignorant,0,0.0,
1805,ill,19,1833.0,96.47368421052632
1806,illegal,2,193.0,96.5
1807,illegible,0,0.0,
1808,illegitimate,0,0.0,
1809,ill-equipped,1,93.0,93.0
1810,ill-fated,0,0.0,
1811,ill-humored,0,0.0,
1812,illicit,0,0.0,
1813,ill-informed,1,92.0,92.0
1814,illiterate,0,0.0,
1815,illogical,0,0.0,
1816,illuminating,1,91.0,91.0
1817,illusive,0,0.0,
1818,illustrious,0,0.0,
1819,imaginable,11,1065.0,96.81818181818181
1820,imaginary,0,0.0,
1821,imaginative,3,288.0,96.0
1822,imitative,0,0.0,
1823,immaculate,370,35754.0,96.63243243243244
1824,immanent,0,0.0,
1825,immature,2,188.0,94.0
1826,immeasurable,1,93.0,93.0
1827,immediate,205,19449.0,94.87317073170732
1828,immense,11,1047.0,95.18181818181819
1829,immensurable,0,0.0,
1830,imminent,2,192.0,96.0
1831,immobile,0,0.0,
1832,immodest,0,0.0,
1833,immoral,0,0.0,
1834,immortal,0,0.0,
1835,immovable,0,0.0,
1836,impartial,0,0.0,
1837,impassable,0,0.0,
1838,impassioned,0,0.0,
1839,impatient,0,0.0,
1840,impeccable,72,7004.0,97.27777777777777
1841,impenetrable,0,0.0,
1842,imperative,0,0.0,
1843,imperceptible,0,0.0,
1844,imperceptive,0,0.0,
1845,imperfect,1,100.0,100.0
1846,imperial,1,95.0,95.0
1847,imperialistic,0,0.0,
1848,impermeable,0,0.0,
1849,impersonal,19,1790.0,94.21052631578948
1850,impertinent,0,0.0,
1851,impervious,0,0.0,
1852,impetuous,0,0.0,
1853,impish,0,0.0,
1854,implausible,0,0.0,
1855,implicit,0,0.0,
1856,implosive,0,0.0,
1857,impolite,0,0.0,
1858,imponderable,0,0.0,
1859,important,397,37612.0,94.74055415617129
1860,imported,2,189.0,94.5
1861,imposing,5,466.0,93.2
1862,impossible,52,4791.0,92.13461538461539
1863,impoverished,0,0.0,
1864,impractical,0,0.0,
1865,imprecise,1,78.0,78.0
1866,impressionable,2,192.0,96.0
1867,impressive,70,6664.0,95.2
1868,improbable,0,0.0,
1869,improper,0,0.0,
1870,improvable,1,92.0,92.0
1871,improved,30,2775.0,92.5
1872,improving,10,941.0,94.1
1873,imprudent,0,0.0,
1874,impulsive,0,0.0,
1875,impure,0,0.0,
1876,inaccessible,0,0.0,
1877,inaccurate,4,346.0,86.5
1878,inactive,0,0.0,
1879,inadequate,13,1180.0,90.76923076923077
1880,inadmissible,0,0.0,
1881,inadvertent,0,0.0,
1882,inadvisable,0,0.0,
1883,inalienable,0,0.0,
1884,inalterable,0,0.0,
1885,inane,1,98.0,98.0
1886,inanimate,2,191.0,95.5
1887,inapplicable,0,0.0,
1888,inappropriate,4,329.0,82.25
1889,inapt,0,0.0,
1890,inarguable,0,0.0,
1891,inarticulate,0,0.0,
1892,inartistic,0,0.0,
1893,inattentive,0,0.0,
1894,inaudible,2,191.0,95.5
1895,inauspicious,0,0.0,
1896,incalculable,0,0.0,
1897,incandescent,0,0.0,
1898,incapable,1,93.0,93.0
1899,incessant,0,0.0,
1900,incidental,2,177.0,88.5
1901,inclusive,5,470.0,94.0
1902,incoherent,0,0.0,
1903,incomparable,2,196.0,98.0
1904,incompatible,0,0.0,
1905,incompetent,2,137.0,68.5
1906,incomplete,1,93.0,93.0
1907,incomprehensible,0,0.0,
1908,inconceivable,0,0.0,
1909,inconclusive,0,0.0,
1910,incongruent,0,0.0,
1911,incongruous,0,0.0,
1912,inconsequential,0,0.0,
1913,inconsiderable,0,0.0,
1914,inconsiderate,2,189.0,94.5
1915,inconsistent,3,289.0,96.33333333333333
1916,inconsolable,0,0.0,
1917,inconspicuous,0,0.0,
1918,incontrovertible,0,0.0,
1919,inconvenient,49,4447.0,90.75510204081633
1920,incorrect,5,464.0,92.8
1921,incorrigible,0,0.0,
1922,incorruptible,0,0.0,
1923,increasing,2,188.0,94.0
1924,incredible,701,67459.0,96.23252496433666
1925,incredulous,0,0.0,
1926,incremental,2,194.0,97.0
1927,incurable,0,0.0,
1928,indecent,0,0.0,
1929,indecipherable,0,0.0,
1930,indecisive,0,0.0,
1931,indefensible,0,0.0,
1932,indefinable,0,0.0,
1933,indefinite,1,92.0,92.0
1934,indelible,0,0.0,
1935,independent,84,7983.0,95.03571428571429
1936,indescribable,0,0.0,
1937,indestructible,0,0.0,
1938,indeterminable,0,0.0,
1939,indeterminate,0,0.0,
1940,indicative,5,476.0,95.2
1941,indifferent,0,0.0,
1942,indigenous,0,0.0,
1943,indignant,0,0.0,
1944,indirect,0,0.0,
1945,indiscreet,0,0.0,
1946,indiscriminate,0,0.0,
1947,indispensable,2,193.0,96.5
1948,indisputable,0,0.0,
1949,indistinct,1,94.0,94.0
1950,individual,75,7107.0,94.76
1951,individualistic,1,94.0,94.0
1952,indivisible,0,0.0,
1953,indomitable,0,0.0,
1954,inductive,0,0.0,
1955,indulgent,1,98.0,98.0
1956,industrial,73,6960.0,95.34246575342466
1957,industrious,0,0.0,
1958,ineffective,1,82.0,82.0
1959,ineffectual,0,0.0,
1960,inefficient,0,0.0,
1961,inelegant,0,0.0,
1962,ineloquent,0,0.0,
1963,inequitable,0,0.0,
1964,inert,0,0.0,
1965,inescapable,0,0.0,
1966,inevitable,4,384.0,96.0
1967,inexact,0,0.0,
1968,inexcusable,0,0.0,
1969,inexhaustible,0,0.0,
1970,inexpedient,0,0.0,
1971,inexpensive,88,8211.0,93.30681818181819
1972,inexplicable,1,99.0,99.0
1973,inexpressible,0,0.0,
1974,inexpressive,0,0.0,
1975,inextricable,0,0.0,
1976,infallible,0,0.0,
1977,infamous,9,874.0,97.11111111111111
1978,infantile,0,0.0,
1979,infatuated,0,0.0,
1980,infected,0,0.0,
1981,infectious,2,192.0,96.0
1982,inferable,0,0.0,
1983,inferior,1,96.0,96.0
1984,infernal,0,0.0,
1985,infinite,0,0.0,
1986,infinitesimal,0,0.0,
1987,inflamed,0,0.0,
1988,inflammable,0,0.0,
1989,inflammatory,0,0.0,
1990,inflatable,22,2065.0,93.86363636363636
1991,inflated,7,656.0,93.71428571428571
1992,inflexible,3,249.0,83.0
1993,influential,1,91.0,91.0
1994,informal,10,938.0,93.8
1995,informative,275,26239.0,95.41454545454546
1996,informed,125,11729.0,93.832
1997,infrequent,4,391.0,97.75
1998,infuriated,0,0.0,
1999,infuriating,0,0.0,
2000,ingenious,8,774.0,96.75
2001,ingenuous,1,99.0,99.0
2002,inglorious,0,0.0,
2003,ingratiating,0,0.0,
2004,inhabitable,0,0.0,
2005,inharmonious,0,0.0,
2006,inherent,1,88.0,88.0
2007,inhibited,0,0.0,
2008,inhospitable,0,0.0,
2009,inhuman,0,0.0,
2010,inhumane,0,0.0,
2011,initial,159,15015.0,94.43396226415095
2012,injudicious,0,0.0,
2013,injured,3,283.0,94.33333333333333
2014,injurious,0,0.0,
2015,innate,2,195.0,97.5
2016,inner,35,3270.0,93.42857142857143
2017,innocent,1,98.0,98.0
2018,innocuous,0,0.0,
2019,innovative,4,378.0,94.5
2020,innumerable,2,196.0,98.0
2021,inoffensive,1,87.0,87.0
2022,inoperable,3,249.0,83.0
2023,inoperative,0,0.0,
2024,inopportune,0,0.0,
2025,inordinate,0,0.0,
2026,inorganic,0,0.0,
2027,inquiring,9,864.0,96.0
2028,inquisitive,4,370.0,92.5
2029,insane,11,1047.0,95.18181818181819
2030,insatiable,0,0.0,
2031,inscrutable,0,0.0,
2032,insecure,1,94.0,94.0
2033,insensible,0,0.0,
2034,insensitive,0,0.0,
2035,inseparable,0,0.0,
2036,inside,699,66095.0,94.55650929899856
2037,insidious,0,0.0,
2038,insightful,15,1433.0,95.53333333333333
2039,insignificant,2,187.0,93.5
2040,insincere,0,0.0,
2041,insipid,0,0.0,
2042,insistent,2,185.0,92.5
2043,insolent,0,0.0,
2044,inspirational,9,847.0,94.11111111111111
2045,inspired,49,4708.0,96.08163265306122
2046,inspiring,58,5581.0,96.22413793103448
2047,instant,102,9696.0,95.05882352941177
2048,instantaneous,0,0.0,
2049,instinctive,0,0.0,
2050,instinctual,0,0.0,
2051,institutional,1,95.0,95.0
2052,instructive,1,97.0,97.0
2053,instrumental,1,97.0,97.0
2054,insubordinate,0,0.0,
2055,insufferable,0,0.0,
2056,insufficient,2,191.0,95.5
2057,insulted,2,177.0,88.5
2058,insulting,1,86.0,86.0
2059,insurable,0,0.0,
2060,insurmountable,0,0.0,
2061,intangible,1,96.0,96.0
2062,integral,1,94.0,94.0
2063,intellectual,5,470.0,94.0
2064,intelligent,25,2371.0,94.84
2065,intelligible,0,0.0,
2066,intended,22,2096.0,95.27272727272727
2067,intense,23,2138.0,92.95652173913044
2068,intensive,9,855.0,95.0
2069,intentional,3,287.0,95.66666666666667
2070,interactive,6,571.0,95.16666666666667
2071,interchangeable,0,0.0,
2072,interdepartmental,0,0.0,
2073,interdependent,0,0.0,
2074,interested,244,23244.0,95.26229508196721
2075,interesting,1146,109077.0,95.18062827225131
2076,interior,254,24257.0,95.5
2077,intermediate,0,0.0,
2078,intermittent,4,379.0,94.75
2079,internal,2,194.0,97.0
2080,international,302,28497.0,94.36092715231788
2081,interpersonal,1,94.0,94.0
2082,interracial,0,0.0,
2083,intestinal,0,0.0,
2084,intimate,30,2873.0,95.76666666666667
2085,intimidating,5,466.0,93.2
2086,intolerable,1,86.0,86.0
2087,intolerant,1,98.0,98.0
2088,intravenous,0,0.0,
2089,intrepid,0,0.0,
2090,intricate,2,192.0,96.0
2091,intrigued,6,577.0,96.16666666666667
2092,intriguing,9,861.0,95.66666666666667
2093,intrinsic,0,0.0,
2094,introductory,5,495.0,99.0
2095,introspective,0,0.0,
2096,introverted,4,381.0,95.25
2097,intrusive,58,5565.0,95.94827586206897
2098,intuitive,7,669.0,95.57142857142857
2099,invalid,0,0.0,
2100,invaluable,16,1544.0,96.5
2101,invasive,7,649.0,92.71428571428571
2102,inventive,4,382.0,95.5
2103,invigorating,6,574.0,95.66666666666667
2104,invincible,0,0.0,
2105,invisible,12,1124.0,93.66666666666667
2106,invited,284,27069.0,95.31338028169014
2107,inviting,502,48215.0,96.04581673306772
2108,involuntary,0,0.0,
2109,involved,40,3724.0,93.1
2110,inward,0,0.0,
2111,irascible,0,0.0,
2112,irate,0,0.0,
2113,iridescent,1,96.0,96.0
2114,irksome,0,0.0,
2115,iron,211,20050.0,95.02369668246446
2116,iron-fisted,0,0.0,
2117,ironic,1,93.0,93.0
2118,irrational,0,0.0,
2119,irreconcilable,0,0.0,
2120,irrefutable,0,0.0,
2121,irregular,5,456.0,91.2
2122,irrelative,0,0.0,
2123,irrelevant,0,0.0,
2124,irremovable,0,0.0,
2125,irreparable,0,0.0,
2126,irreplaceable,1,94.0,94.0
2127,irrepressible,0,0.0,
2128,irresistible,3,292.0,97.33333333333333
2129,irresponsible,2,195.0,97.5
2130,irretrievably,0,0.0,
2131,irreverent,0,0.0,
2132,irreversible,0,0.0,
2133,irrevocable,0,0.0,
2134,irritable,0,0.0,
2135,irritated,1,96.0,96.0
2136,irritating,2,185.0,92.5
2137,isolated,21,1922.0,91.52380952380952
2138,itchy,4,381.0,95.25
2139,its,2015,190871.0,94.72506203473945
2140,itty-bitty,0,0.0,
2141,jabbering,0,0.0,
2142,jaded,0,0.0,
2143,jagged,1,84.0,84.0
2144,jarring,2,184.0,92.0
2145,jaundiced,0,0.0,
2146,jazzy,1,95.0,95.0
2147,jealous,16,1533.0,95.8125
2148,jeering,0,0.0,
2149,jerky,0,0.0,
2150,jiggling,0,0.0,
2151,jittery,0,0.0,
2152,jobless,0,0.0,
2153,jocular,0,0.0,
2154,joint,29,2746.0,94.6896551724138
2155,jolly,0,0.0,
2156,jovial,4,382.0,95.5
2157,joyful,7,664.0,94.85714285714286
2158,joyless,0,0.0,
2159,joyous,3,289.0,96.33333333333333
2160,jubilant,0,0.0,
2161,judgmental,0,0.0,
2162,judicious,0,0.0,
2163,juicy,4,385.0,96.25
2164,jumbled,1,98.0,98.0
2165,jumpy,1,95.0,95.0
2166,junior,3,287.0,95.66666666666667
2167,just,13825,1312697.0,94.95095840867992
2168,justifiable,0,0.0,
2169,juvenile,0,0.0,
2170,kaput,0,0.0,
2171,keen,36,3462.0,96.16666666666667
2172,key,1176,110104.0,93.62585034013605
2173,kind,2891,274675.0,95.0103770321688
2174,kindhearted,3,297.0,99.0
2175,kindly,298,28388.0,95.26174496644295
2176,kinesthetic,1,97.0,97.0
2177,kingly,0,0.0,
2178,kitchen,6056,574132.0,94.80383091149274
2179,knavish,0,0.0,
2180,knightly,0,0.0,
2181,knobbed,0,0.0,
2182,knobby,0,0.0,
2183,knotty,0,0.0,
2184,knowable,0,0.0,
2185,knowing,156,14691.0,94.17307692307692
2186,knowledgeable,275,26381.0,95.9309090909091
2187,known,151,14317.0,94.81456953642385
2188,labored,0,0.0,
2189,laborious,1,97.0,97.0
2190,lackadaisical,1,90.0,90.0
2191,lacking,46,4227.0,91.8913043478261
2192,lacy,26,2564.0,98.61538461538461
2193,lame,0,0.0,
2194,lamentable,0,0.0,
2195,languid,0,0.0,
2196,languishing,0,0.0,
2197,lanky,0,0.0,
2198,larcenous,0,0.0,
2199,large,1988,188188.0,94.66197183098592
2200,larger,293,27623.0,94.2764505119454
2201,largest,16,1528.0,95.5
2202,lascivious,0,0.0,
2203,last,1847,174521.0,94.48890092041148
2204,lasting,2,197.0,98.5
2205,late,2669,252344.0,94.54627201198952
2206,latent,0,0.0,
2207,later,661,62182.0,94.07261724659607
2208,lateral,0,0.0,
2209,latest,12,1166.0,97.16666666666667
2210,latter,11,1053.0,95.72727272727273
2211,laudable,0,0.0,
2212,laughable,1,85.0,85.0
2213,laughing,12,1161.0,96.75
2214,lavish,3,290.0,96.66666666666667
2215,lawful,0,0.0,
2216,lawless,0,0.0,
2217,lax,0,0.0,
2218,lazy,28,2684.0,95.85714285714286
2219,lead,64,6093.0,95.203125
2220,leading,252,23995.0,95.21825396825396
2221,lean,4,360.0,90.0
2222,learnable,0,0.0,
2223,learned,105,9962.0,94.87619047619047
2224,leased,0,0.0,
2225,least,263,24759.0,94.14068441064639
2226,leather,33,3184.0,96.48484848484848
2227,leathery,0,0.0,
2228,lecherous,0,0.0,
2229,leering,0,0.0,
2230,left,4242,403323.0,95.07850070721358
2231,left-handed,0,0.0,
2232,legal,9,825.0,91.66666666666667
2233,legendary,9,852.0,94.66666666666667
2234,legible,1,97.0,97.0
2235,legislative,0,0.0,
2236,legitimate,2,191.0,95.5
2237,lengthy,19,1795.0,94.47368421052632
2238,lenient,4,373.0,93.25
2239,less,959,90513.0,94.38269030239833
2240,lesser,6,553.0,92.16666666666667
2241,lesser-known,0,0.0,
2242,less-qualified,0,0.0,
2243,lethal,0,0.0,
2244,lethargic,0,0.0,
2245,level,443,41992.0,94.79006772009029
2246,liable,0,0.0,
2247,libelous,0,0.0,
2248,liberal,3,295.0,98.33333333333333
2249,licensed,0,0.0,
2250,life,392,37443.0,95.51785714285714
2251,lifeless,1,93.0,93.0
2252,lifelike,0,0.0,
2253,lifelong,7,656.0,93.71428571428571
2254,light,3048,288666.0,94.70669291338582
2255,light-blue,0,0.0,
2256,lighthearted,0,0.0,
2257,likable,6,569.0,94.83333333333333
2258,likeable,4,381.0,95.25
2259,likely,180,16949.0,94.16111111111111
2260,like-minded,3,283.0,94.33333333333333
2261,lily-livered,0,0.0,
2262,limber,1,98.0,98.0
2263,limited,158,14768.0,93.46835443037975
2264,limitless,0,0.0,
2265,limp,1,95.0,95.0
2266,limping,0,0.0,
2267,linear,0,0.0,
2268,lined,64,6140.0,95.9375
2269,lingering,9,831.0,92.33333333333333
2270,linguistic,0,0.0,
2271,liquid,11,1038.0,94.36363636363636
2272,listless,0,0.0,
2273,literal,4,381.0,95.25
2274,literary,3,288.0,96.0
2275,literate,0,0.0,
2276,lithe,0,0.0,
2277,lithographic,0,0.0,
2278,litigious,0,0.0,
2279,little,8215,777805.0,94.68107121119903
2280,livable,5,469.0,93.8
2281,live,1058,101009.0,95.47164461247637
2282,lively,190,17952.0,94.48421052631579
2283,livid,0,0.0,
2284,living,2829,267490.0,94.55284552845528
2285,loathsome,0,0.0,
2286,local,3066,293411.0,95.6983039791259
2287,locatable,0,0.0,
2288,locked,128,11939.0,93.2734375
2289,lofty,5,485.0,97.0
2290,logarithmic,0,0.0,
2291,logical,1,81.0,81.0
2292,logistic,0,0.0,
2293,lonely,7,656.0,93.71428571428571
2294,long,2219,211263.0,95.20639927895448
2295,longer,667,63671.0,95.45877061469265
2296,longest,4,388.0,97.0
2297,longing,1,96.0,96.0
2298,long-term,38,3567.0,93.86842105263158
2299,long-winded,1,100.0,100.0
2300,loose,15,1391.0,92.73333333333333
2301,lopsided,1,94.0,94.0
2302,loquacious,0,0.0,
2303,lordly,0,0.0,
2304,lost,178,16808.0,94.42696629213484
2305,loud,425,38885.0,91.49411764705883
2306,lousy,3,289.0,96.33333333333333
2307,loutish,0,0.0,
2308,lovable,27,2545.0,94.25925925925925
2309,loveable,5,482.0,96.4
2310,lovely,6804,652011.0,95.82760141093475
2311,loving,68,6432.0,94.58823529411765
2312,low,372,34682.0,93.23118279569893
2313,low-calorie,0,0.0,
2314,low-carb,0,0.0,
2315,lower,323,30594.0,94.71826625386997
2316,low-fat,0,0.0,
2317,lowly,0,0.0,
2318,low-maintenance,5,482.0,96.4
2319,low-ranking,0,0.0,
2320,low-risk,0,0.0,
2321,loyal,8,784.0,98.0
2322,lucent,0,0.0,
2323,lucid,0,0.0,
2324,lucky,458,43797.0,95.62663755458516
2325,lucrative,0,0.0,
2326,ludicrous,0,0.0,
2327,lukewarm,1,94.0,94.0
2328,lulling,3,286.0,95.33333333333333
2329,luminescent,1,92.0,92.0
2330,luminous,1,97.0,97.0
2331,lumpy,5,469.0,93.8
2332,lurid,0,0.0,
2333,luscious,10,977.0,97.7
2334,lush,110,10624.0,96.58181818181818
2335,lustrous,0,0.0,
2336,luxurious,163,15709.0,96.37423312883436
2337,lying,19,1789.0,94.15789473684211
2338,lyrical,1,100.0,100.0
2339,macabre,0,0.0,
2340,Machiavellian,0,0.0,
2341,macho,0,0.0,
2342,mad,9,866.0,96.22222222222223
2343,maddening,0,0.0,
2344,magenta,0,0.0,
2345,magic,21,2007.0,95.57142857142857
2346,magical,56,5396.0,96.35714285714286
2347,magnanimous,0,0.0,
2348,magnetic,1,100.0,100.0
2349,magnificent,61,5884.0,96.45901639344262
2350,maiden,11,1064.0,96.72727272727273
2351,main,1502,141577.0,94.2589880159787
2352,maintainable,0,0.0,
2353,majestic,10,971.0,97.1
2354,major,825,77878.0,94.39757575757575
2355,makeable,0,0.0,
2356,makeshift,5,462.0,92.4
2357,maladjusted,0,0.0,
2358,male,10,944.0,94.4
2359,malevolent,0,0.0,
2360,malicious,0,0.0,
2361,malignant,0,0.0,
2362,malleable,0,0.0,
2363,mammoth,3,274.0,91.33333333333333
2364,manageable,30,2831.0,94.36666666666666
2365,managerial,0,0.0,
2366,mandatory,0,0.0,
2367,maneuverable,0,0.0,
2368,mangy,1,97.0,97.0
2369,maniacal,0,0.0,
2370,manic,0,0.0,
2371,manicured,4,384.0,96.0
2372,manipulative,0,0.0,
2373,man-made,0,0.0,
2374,manual,111,10537.0,94.92792792792793
2375,many,4830,459787.0,95.19399585921325
2376,marbled,0,0.0,
2377,marginal,0,0.0,
2378,marked,24,2298.0,95.75
2379,marketable,0,0.0,
2380,married,25,2388.0,95.52
2381,marvelous,49,4674.0,95.38775510204081
2382,masked,0,0.0,
2383,massive,38,3622.0,95.3157894736842
2384,master,360,34155.0,94.875
2385,masterful,1,100.0,100.0
2386,matchless,0,0.0,
2387,material,47,4497.0,95.68085106382979
2388,materialistic,0,0.0,
2389,maternal,0,0.0,
2390,mathematical,0,0.0,
2391,matronly,0,0.0,
2392,matted,0,0.0,
2393,mature,19,1806.0,95.05263157894737
2394,maximum,14,1328.0,94.85714285714286
2395,meager,0,0.0,
2396,mean,89,8412.0,94.51685393258427
2397,meandering,4,372.0,93.0
2398,meaningful,5,471.0,94.2
2399,meaningless,1,98.0,98.0
2400,mean-spirited,0,0.0,
2401,measly,0,0.0,
2402,measurable,0,0.0,
2403,meat-eating,0,0.0,
2404,meaty,0,0.0,
2405,mechanical,3,277.0,92.33333333333333
2406,medical,75,7022.0,93.62666666666667
2407,medicinal,3,297.0,99.0
2408,meditative,3,288.0,96.0
2409,medium,9,854.0,94.88888888888889
2410,medium-rare,0,0.0,
2411,meek,0,0.0,
2412,melancholy,0,0.0,
2413,mellow,23,2198.0,95.56521739130434
2414,melodic,2,198.0,99.0
2415,melodious,0,0.0,
2416,melodramatic,0,0.0,
2417,melted,8,763.0,95.375
2418,memorable,180,17338.0,96.32222222222222
2419,menacing,0,0.0,
2420,menial,0,0.0,
2421,mental,5,475.0,95.0
2422,merciful,0,0.0,
2423,merciless,0,0.0,
2424,mercurial,0,0.0,
2425,mere,47,4456.0,94.80851063829788
2426,merry,5,478.0,95.6
2427,messy,25,2201.0,88.04
2428,metabolic,0,0.0,
2429,metallic,0,0.0,
2430,metaphoric,0,0.0,
2431,meteoric,0,0.0,
2432,meticulous,17,1631.0,95.94117647058823
2433,microscopic,0,0.0,
2434,microwaveable,0,0.0,
2435,middle,687,64687.0,94.15866084425036
2436,middle-class,1,90.0,90.0
2437,midweek,1,89.0,89.0
2438,mighty,8,775.0,96.875
2439,mild,17,1585.0,93.23529411764706
2440,militant,0,0.0,
2441,militaristic,0,0.0,
2442,military,0,0.0,
2443,milky,0,0.0,
2444,mincing,0,0.0,
2445,mind-bending,0,0.0,
2446,mindful,43,4053.0,94.25581395348837
2447,mindless,0,0.0,
2448,mini,389,37313.0,95.92030848329048
2449,miniature,5,482.0,96.4
2450,minimal,123,11423.0,92.869918699187
2451,minimum,30,2769.0,92.3
2452,minor,293,27393.0,93.4914675767918
2453,minute,3150,298808.0,94.85968253968254
2454,miraculous,0,0.0,
2455,mirthful,0,0.0,
2456,miscellaneous,8,748.0,93.5
2457,mischievous,1,97.0,97.0
2458,miscreant,0,0.0,
2459,miserable,2,194.0,97.0
2460,miserly,0,0.0,
2461,misguided,0,0.0,
2462,misleading,11,1005.0,91.36363636363636
2463,mission,8,721.0,90.125
2464,mistaken,2,198.0,99.0
2465,mistrustful,0,0.0,
2466,mistrusting,0,0.0,
2467,misty,7,670.0,95.71428571428571
2468,mixed,45,4243.0,94.28888888888889
2469,mnemonic,1,93.0,93.0
2470,moaning,0,0.0,
2471,mobile,32,3027.0,94.59375
2472,mocking,0,0.0,
2473,moderate,13,1218.0,93.6923076923077
2474,modern,1092,104453.0,95.65293040293041
2475,modest,41,3800.0,92.6829268292683
2476,modified,4,348.0,87.0
2477,modular,0,0.0,
2478,moist,3,284.0,94.66666666666667
2479,moldy,3,254.0,84.66666666666667
2480,momentary,1,95.0,95.0
2481,momentous,0,0.0,
2482,monetary,0,0.0,
2483,money-grubbing,0,0.0,
2484,monopolistic,0,0.0,
2485,monosyllabic,0,0.0,
2486,monotone,0,0.0,
2487,monotonous,1,95.0,95.0
2488,monstrous,0,0.0,
2489,monumental,0,0.0,
2490,moody,14,1339.0,95.64285714285714
2491,moral,2,194.0,97.0
2492,moralistic,0,0.0,
2493,morbid,0,0.0,
2494,mordant,0,0.0,
2495,more,6635,631163.0,95.12629992464205
2496,moronic,0,0.0,
